sentence_id	sentence	factuality
1444913828	What can we expect, She also starts chemo in one week.	EXPERIENCE
1697662502	I'm so sorry to learn of your Mother's present condition.	OPINION
642253599	Evidently she received very poor medical care when her first cancer was discovered.	OPINION
488223791	The fact that she now has metastisis to the bone isn't the main issue as bone mets is quite easliy managed.	OPINION
1408161443	The lymph node involvement is the problem to be addressed first.	OPINION
196054867	I truly hope that you are being treated by an Oncologist and that she will not refuse whatever treatment that is recommended.	OPINION
1385510409	The only proven treatment for cancer at any stage is a combination of Chemotherapy, Radiation and possible Hormone Therapy following the appropriate surgery at the time the cancer is first discovered.	OPINION
1407088066	As far as prognosis at this point; that would be something you should discuss with your Mother's Oncologist as he/she has all the necessary information regarding the cancer.	OPINION
1948393844	  Kindest regards ...	NOT_LABELED
1788922570	So sorry to learn of your mother's health.... The first doctor apparently did not do his job aty all.	OPINION
1928664350	 By all means, seek the assistance of a good oncologist -- but listen to his/her recommendations.	OPINION
907659569	 They will almost always without a doubt recommend the chemotherapy protocol, which has NOT been proven to help the majority of those receiving it (less than 15%).	OPINION
560199523	 Remember one thing -- and that is an oncologist job is to educate and inform patients only of what they are taught and told to relate to patients.	OPINION
485802373	  Please do your research for your mother -- it can save her life and give her peace of mind as well as quality of life.	OPINION
444804405	 My prayers are with you.	NOT_LABELED
234035479	I've only gotten 2 responses to my post which either tell me there is something someone does't want to tell me or my concerns aren't enough.	EXPERIENCE
107747505	Thanks for nothing	NOT_LABELED
2136337468	I am so sorry to hear about your mother's health.	NOT_LABELED
1571405929	 I can certainly appreciate your concern and your wish to get concrete answers.	OPINION
1381760063	 I am in a similar position having been recently diagnosed with metastases to the bones.	EXPERIENCE
1480289459	 From what I understand this means that the cancer is in stage IV.	EXPERIENCE
539257107	 Information on the computer suggests that mets to the bone and not to the vital organs are considered the "best".	FACT
106241957	 My doctor said that she has seen a few patients live for 10 years in this condition.	EXPERIENCE
1605567116	 The danger is that the cancer will move to vital organs.	FACT
795795600	 If you look on the computer the statistics for life with metastatic cancer are grim (2-3yrs)  I have been assured that life expectancy can be much longer if the cancer can be stabilized.	EXPERIENCE
484806445	 I am hoping that this will be true for me and I definitely hope that this will be true for your mother.	OPINION
1532571418	 I hope that this is somewhat helpful.	OPINION
1730111321	 I don't think any one, cancer patient or oncologist, is quick to put a life expectancy in absolute terms.	OPINION
2091039161	 I do understand, however, the wish to have certainty in such a vulnerable situation.	OPINION
671102709	 Best wishes, jonji	NOT_LABELED
2042319386	I'm sorry you felt that your concerns were not answered.	NOT_LABELED
537245091	I re-read your original post and found the only question to be "was bone mets considered Stage 4" .. Obviously your mother either refused treatment when she was first diagnosed and this is certainly the main reaosn for the recurrance.	FACT
1293842950	Natural remedies DO NOT prevent or cure breast cancer.	FACT
1944325208	As I mentioned before, bone mets can be managed quite well and there are many Stage IV women who alive and living with the bone mets.	FACT
1017199364	 If you would like some information from some of those Stage IV survivors you might visit the following website which is a discussion group and there are some amazing women there who are more than willing to share their experiences as Stage IV Survivors.	FACT
1686272538	Your Mother's Oncologist remains the best source of information regarding her particular case.	FACT
1682013220	Ck.	FACT
307667135	out this website though if you have time: bcsupport.org	FACT
53793552	I am so sorry you got another diagnosis of cancer.	OPINION
557143313	I am sending prayers your way that you get the correct treatment and that you recover again.	OPINION
1688203622	 And I'm sorry you've had a tough time posting.	OPINION
17213397	I value your posts and I believe other women do as well.	OPINION
2067631457	I ran into the same issue and I was fortunate to get a moderator who allowed me to explain why I post about BRCA and use a certain website for women to get more information.	EXPERIENCE
1539200246	I was given an opportunity to share all of the research available there and they saw that it was of value to the people who visit medhelp.	EXPERIENCE
1354462820	Apparently it's against their terms of service, something about competing sites.	FACT
1722434218	I do understand why you would offer that website to someone desperate for information and I know your heart is in the right place.	OPINION
1845839047	We advocate for women with breast cancer.	FACT
941658061	We try to help however we can.	FACT
1616326558	Even if it's just a cyber hug. (	FACT
314388362	You may want to check into the PARP inhibitor studies going on right now for metastatic breast cancer.)	OPINION
469037742	  My thoughts and prayers are with you.	NOT_LABELED
2198965472	Best wishes.	NOT_LABELED
562847482	hi i am new to this website and responding but just had to with yours i had BC diagnosed 2006, bone mets stage 1V in june 2008, i have oestrogen receptive bc and was put on letrozole, i have jsut had a bone scan and have a few more bone mets adn so have changed to another aromatase inhibitor  but hey thats 3 yrs and i have been great so fingers crossed heres to another 3 yrs before i have to change drugs again.	EXPERIENCE
1552065150	so keep positive xx	OPINION
1441703498	absolutly DO NOT TAKE FENTYNAL PATCHES!	OPINION
1220822976	i am 36 years old and i had breast cancer to they gave me fentynal.	EXPERIENCE
492847186	i regret ever taking it it has ruined my life!	EXPERIENCE
1496108920	DO NOT TAKE!	OPINION
741971521	This drug is really only meant for the terminally ill!	FACT
174555518	Its the most horrible pain medicine to come off of.	OPINION
1256911902	I was not addicted to it and had no idea I was going on the strongest pain medicine in the world.	EXPERIENCE
1464137185	It is 100x stronger than morphine and 50 x stronger than herion.	FACT
673528659	It causes all kinds of side effects.	FACT
2028780393	I had a friend on it for 3 weeks and she wanted to die when she was tapering off of it.	EXPERIENCE
14807202	This drug is hell and is not worth it.	OPINION
65041780	Stay away!	OPINION
1028282054	You will thank me!	OPINION
450062941	I had to learn the HARD way!	EXPERIENCE
1169452023	Hi, I suggest you go to a pain management group.	OPINION
1185961405	 There are lots of options.	FACT
1772157998	 My wife was stage 4 and tried all options.	EXPERIENCE
731582607	 She wasn't able to handle any pain medicine except for darvicet.	EXPERIENCE
1168179321	 My rub down and long car rides were her main source of relief.	EXPERIENCE
181626204	 Please see an expert on pain management.	OPINION
523196775	 No drug is bad if it keep you from having pain.	OPINION
738076907	All my best.	NOT_LABELED
2051161520	Kemal	NOT_LABELED
1784163674	I have been on the fentanyl patch for a year now - I have not had one problem with it!	EXPERIENCE
297670020	 My pain is caused from Stage 4 BC with mets to the bones and lungs.	EXPERIENCE
422945684	 I am still using the patch -  175 mcg's every 3 days plus oxycodone - 6 to 8 a day plus doing the chemo (chemo for 3 years).	EXPERIENCE
1131396203	 I have not had any side effects and am pleased with how the patch is working!!	EXPERIENCE
1656634257	I have been on varying doses over the Fentanyl patch for 3+ years &amp; am currently trying to slowly taper down.	EXPERIENCE
720930665	I've tried this a few times before &amp; EVERY time the withdrawals are so severe that I end up hospitalized &amp; once even on life support.	EXPERIENCE
1138607008	This time has been absolute hell &amp; I STRONGLY urge that NO ONE uses this DRUG !!!	EXPERIENCE
121933810	I was not told by my dr when it was prescribed how bad it was &amp; I couldn't find any information online.	EXPERIENCE
732335755	Within a week of starting it I could feel the difference &amp; everyone around me could see differences in me.	EXPERIENCE
1330946708	I HAVE NEVER ABUSED THE DRUG, take it EXACTLY as prescribed &amp; still have a dependence to them.	EXPERIENCE
980988051	I'd LOVE to come off them, but at this time am pregnant &amp; to try &amp; come off now is pretty much a death sentence for both of us.	EXPERIENCE
905034152	I have been pregnant before on this horrible drug &amp; did carry to term.	EXPERIENCE
1385244267	She went through 2 weeks in the NICU with withdrawals which were the HARDEST 2 weeks of my life.	EXPERIENCE
1225833392	She is a happy &amp; healthy above average 2 yr old who loves everything.	EXPERIENCE
1851510828	I pray every night that this child I am carrying is healthy &amp; pray that he'll do ok.	FACT
159705254	I'm withdrawaling pretty bad right now due to a miscalculation by my dr so right now I can SAFELY tell you that NO MATTER WHAT YOU DO YOU WILL BECOME ACCUSTOM TO THESE HORRID PATCHES &amp; WILL GO THROUGH WITHDRAWALS.	EXPERIENCE
2022963556	I don't want to see anyone suffer this if I can prevent it so PLEASE STAY AWAY FROM THEM !!!!!!!!!!	OPINION
